"","player_name","year","pitcher","player_age","n","p_formatted_ip","p_k_percent","p_bb_percent","xwoba","xwobacon","z_swing_miss_percent","in_zone_percent","whiff_percent","groundballs_percent","flyballs_percent","n_fastball_formatted","N_FB","Rel_X_FB","Rel_Z_FB","Extension_FB","Max_Velo_FB","Avg_Velo_FB","Spin_FB","H_Break_FB","V_Break_FB","xwOBA_FB","SwStr_FB","CSW_FB","swstr_fb_pred","n_offspeed_formatted","n_ch_formatted","N_CH","Rel_X_CH","Rel_Z_CH","Extension_CH","Max_Velo_CH","Avg_Velo_CH","Spin_CH","H_Break_CH","V_Break_CH","xwOBA_CH","SwStr_CH","CSW_CH","swstr_ch_pred","n_breaking_formatted","n_sl_formatted","N_SL","Rel_X_SL","Rel_Z_SL","Extension_SL","Max_Velo_SL","Avg_Velo_SL","Spin_SL","H_Break_SL","V_Break_SL","xwOBA_SL","SwStr_SL","CSW_SL","n_cukc_formatted","N_CB","Rel_X_CB","Rel_Z_CB","Extension_CB","Max_Velo_CB","Avg_Velo_CB","Spin_CB","H_Break_CB","V_Break_CB","xwOBA_CB","SwStr_CB","CSW_CB","swstr_cb_pred","swstr_sl_pred","MaxBB","Team","Age","K.9","BB.9","K.BB","HR.9","WHIP","ERA","FIP","xFIP","SIERA","WAR","Dollars","playerid","arsenal_pred","urs_arsenal_pred","FIP_pred","use_FIP_pred","FB_Grade","CH_Grade","CB_Grade","SL_Grade","ARS_Grade","USE_ARS_Grade","Pres_Grade","USE_Pres_Grade"
"31","Alex Wilson",2016,543935,30,1112,73,16.5,7.1,0.301,0.337,9.4,42.9,20.7,44.7,21.2,56.9,622,-0.901,5.70875,6.372,95.8,92.38231511,2122.5,-0.867583333,1.432666667,0.2165,0.06294964,0.21942446,0.064980229,0.6,0.6,7,-1.0571,5.7267,6.426,89.5,88.05714286,1865,-1.40755,1.032766667,0.089,0,0,0.056106033,42.4,38.8,407,-0.9529,5.6411,6.144,91.7,87.56216216,2478,0.2374,0.863633333,0.2325,0.119631902,0.220858896,3.5,29,-0.7822,5.9121,5.949,84.2,82.05517241,2487,0.301416667,-0.250066667,0.6045,0.112903226,0.274193548,0.112812762,0.125575956,0.125575956,"Tigers",29,6.04,2.59,2.33,0.62,1.22,2.96,3.6,4.58,4.33,1,"$8.00 ",9239,4.71748133333333,4.59228966666666,4.58232066666666,4.56291366666667,40,35,50,40,40,40,40,50
"32","Alex Wilson",2017,543935,31,945,60,16.2,5.8,0.337,0.384,12.8,49.1,18.9,42.5,20.5,58.6,553,-0.7533,5.7065,6.434,95.5,92.84719711,2187,-0.7616,1.3351,0.2165,0.06294964,0.21942446,0.065582138,0.3,0.3,3,-1.0193,5.6519,6.518,89.1,88.43333333,1967,-1.5346,0.4267,0.089,0,0,0.076514833,41,34.4,326,-0.8382,5.6342,6.1895,90.5,88.08619632,2517.5,0.3847,0.7006,0.2325,0.119631902,0.220858896,6.5,60,-0.64005,5.73375,5.957,84.2,81.82666667,2485,0.29065,-0.45645,0.6045,0.112903226,0.274193548,0.104134693,0.131177607,0.131177607,"Tigers",30,6.3,2.25,2.8,1.05,1.37,4.5,4.17,4.73,4.41,0.5,"$3.70 ",9239,4.810681,4.68828366666667,4.77158066666667,4.642738,40,35,50,40,40,40,40,40
"33","Alex Wilson",2018,543935,32,941,61.2,17.6,6.1,0.311,0.353,9.4,38.4,20.6,49.7,18.4,41.8,394,-0.5229,5.80355,6.273,94.1,92.09923858,2121.5,-0.8619,1.23395,0.2235,0.053299492,0.248730964,0.055510649,1.8,1.8,17,-0.6622,5.7289,6.015,89.7,88.39411765,1620,-1.1648,0.8493,0.2525,0,0.117647059,0.065876635,56.3,53.6,503,-0.5867,5.7505,6.012,89,86.52763419,2420,0.4197,0.4894,0.1695,0.124752475,0.251485149,2.6,23,-0.5082,5.8775,5.879,82.8,81.22608696,2394,0.3286,-0.2415,0.16,0.04,0.2,0.068527671,0.138380628,0.138380628,"Tigers",31,6.28,2.19,2.87,1.17,1.05,3.36,4.28,4.09,3.95,0.2,"$1.70 ",9239,4.68778166666667,4.33672833333333,4.40849899999999,4.29784933333332,35,35,40,50,40,50,50,50
"34","Amir Garrett",2017,607237,25,1235,70.2,19.6,12.5,0.374,0.424,13.5,50,19.9,43.5,29.6,62.1,767,2.253,5.8,6.299,97.1,91.63976532,1958,0.7134,1.2933,0.316,0.036505867,0.215123859,0.050752617,14.7,14.7,182,1.96035,5.949,6.583,85.4,80.84725275,1575,0.70435,1.36615,0.2235,0.115384615,0.247252747,0.100417922,23.1,23.1,241,2.1528,5.6349,6.172,84.4,79.64107884,1586,-0.3105,0.4275,0.26,0.199300699,0.321678322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.159700403,0.159700403,"Reds",25,8.02,5.09,1.58,2.93,1.61,7.39,7.39,5.2,5.19,-1.1,"($9.10)",14375,4.82242133333333,5.03198799999999,5.096656,5.16342266666667,35,40,NA,50,40,35,35,35
"35","Amir Garrett",2018,607237,26,999,63,26.9,9.5,0.296,0.363,24.3,48.9,32,39.4,24.8,63.1,631,2.4016,5.8353,6.427,98.3,94.98748019,2085,0.9318,1.1244,0.267,0.069620253,0.237341772,0.07595346,3.4,3.4,34,2.31755,5.85205,6.767,87.4,84.54411765,1786,1.0391,1.0766,0.123,0.171428571,0.228571429,0.137570391,33.4,33.4,319,2.4827,5.6874,6.384,87.4,83.58840125,1740,-0.1485,0.2259,0.138,0.260479042,0.380239521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.204833682,0.204833682,"Reds",26,10.14,3.57,2.84,1.14,1.29,4.29,3.89,3.81,3.49,0.5,"$4.00 ",14375,3.83489133333333,3.88521566666666,3.817809,3.86897966666666,50,50,NA,65,60,60,60,60
"36","Andrew Albers",2017,452027,32,723,41,20.8,5.6,0.319,0.376,14,53.1,17.2,34.4,28.9,64.7,180,2.46905,5.986,5.9375,91.3,88.36222222,2088.5,0.7138,1.68105,0.197,0.1,0.227777778,0.093501264,7.7,7.7,56,2.4323,6.154,5.5595,81.6,79.13035714,1214,0.98745,0.668,0.178,0.017857143,0.125,0.07686789,27.5,19.3,119,2.4383,6.0168,5.537,81.1,78.3512605,2251,-0.2288,0.1535,0.392,0.064285714,0.185714286,8.1,59,2.3831,6.088,5.381,71.6,69.26271186,2248,-0.8271,-0.6003,0.095,0.152542373,0.203389831,0.113632201,0.090537868,0.113632201,"Mariners",31,8.12,2.2,3.7,1.32,1.29,3.51,4.13,4.44,4.22,0.5,"$4.30 ",7853,4.35905666666667,4.451416,4.12305800000001,4.22190133333334,60,35,50,30,50,50,50,50
"37","Andrew Cashner",2016,488768,30,2358,132,19,10.2,0.36,0.407,10.4,45.7,18.6,48.3,20.1,66.5,1524,-1.19215,6.11895,5.5855,98.8,94.11574803,2184,-1.001183333,1.50505,0.222,0.048295455,0.242613636,0.060417425,6.4,6.4,150,-1.2715,6.1426,5.8485,89.5,85.69066667,1581,-1.068679167,0.96325,0.137,0.095774648,0.2,0.102265591,26.9,26.5,543,-1.2673,6.1,5.478,90.7,85.80791897,2174,0.22905,0.447966667,0.213,0.100671141,0.201342282,0.4,9,-1.3259,6.2539,5.258,80.2,78.54444444,2299,0.727266667,-0.439266667,0.314,0.041284404,0.220183486,0.062267284,0.11999241,0.11999241,"- - -",29,7.64,4.09,1.87,1.3,1.53,5.25,4.84,4.63,4.72,0.4,"$3.10 ",8782,4.90241700000001,4.74912666666667,4.91001266666667,4.83285433333334,40,40,40,40,35,40,35,40
"38","Andrew Cashner",2017,488768,31,2631,166.2,12.2,9.1,0.334,0.338,9.9,49.8,14.9,48.8,18.9,66.8,1760,-1.13755,6.27925,5.6875,98.2,93.21835227,2098,-1.2055,1.13525,0.222,0.048295455,0.242613636,0.051242105,13.4,13.4,355,-1.1773,6.3287,5.851,88.5,84.91943662,1484,-1.2315,0.686,0.137,0.095774648,0.2,0.130779019,19.6,11.3,298,-1.31845,6.2515,5.5735,92.9,88.12718121,2053,-0.0858,0.5521,0.213,0.100671141,0.201342282,8.2,217,-1.1625,6.3845,5.307,86.1,81.72488479,2230,0.3878,-0.5638,0.314,0.041284404,0.220183486,0.06124672,0.128396182,0.128396182,"Rangers",30,4.64,3.46,1.34,0.81,1.32,3.4,4.61,5.3,5.52,2.2,"$17.80 ",8782,5.11858166666667,5.13196300000001,5.10374033333334,5.160655,35,50,35,40,35,35,35,35
"39","Andrew Cashner",2018,488768,32,2647,153,14.5,9.5,0.358,0.385,10.2,48.4,17.2,41.6,25.5,60.4,1600,-0.87035,6.5311,5.308,96.9,92.3720625,2100,-1.0799,1.29555,0.259,0.039375,0.251875,0.049359965,13.1,13.1,347,-0.8486,6.5753,5.553,86.3,83.65273775,1458,-1.1227,0.6595,0.261,0.149855908,0.262247839,0.157902492,26.4,12.8,341,-1.0326,6.4588,5.266,91.1,85.7085044,2159,0.1967,0.4522,0.225,0.131964809,0.205278592,13.5,357,-0.8929,6.6441,4.839,85.3,80.95294118,2313,0.5069,-0.6446,0.232,0.055710306,0.206128134,0.074906784,0.143019986,0.143019986,"Orioles",31,5.82,3.82,1.52,1.47,1.58,5.29,5.32,5.19,5.33,0.7,"$5.30 ",8782,5.09087166666667,5.09774833333334,4.98702033333334,5.04987433333334,35,50,40,50,35,35,35,35
"40","Andrew Cashner",2019,488768,33,2511,150,17,9.1,0.345,0.378,16.8,46.1,22.5,49.4,23.8,48.2,1211,-0.8305,6.5833,5.274,98.2,93.81337737,2206,-0.6722,1.421,0.303,0.062758051,0.262592898,0.070517311,27.8,27.8,698,-0.61915,6.73825,5.472,88.8,84.51017192,1539,-1.03455,0.79095,0.185,0.154285714,0.242857143,0.169297994,23.8,13,317,-0.9685,6.5631,5.23,90.2,85.77697161,2262,0.3379,0.2198,0.273,0.125,0.277439024,10.8,272,-0.8444,6.67955,4.806,84.5,80.59963235,2344.5,0.94675,-0.88995,0.2405,0.055147059,0.198529412,0.085017673,0.134597268,0.134597268,"- - -",32,6.48,3.48,1.86,1.14,1.35,4.68,4.66,5.11,5.2,1.8,"$14.20 ",8782,4.93307166666667,5.069951,5.08796300000001,5.18338366666667,50,60,50,40,35,35,35,35
"41","Andrew Chafin",2017,605177,27,878,51.1,27.6,9.5,0.305,0.385,14.6,43.2,27.1,57.7,13.9,61,176,1.5933,6.172,6.4685,96.5,93.45397727,2134,0.78965,1.23655,0.345,0.028409091,0.272727273,0.04830741,0.4,0.4,4,1.68525,5.80365,6.5025,87.1,85.85,1859,1.1551,1.05855,0.064,0,0,0.068058756,38.4,38.3,336,1.84315,5.88465,6.198,86,82.52410714,2290.5,-0.1507,-0.06225,0.3235,0.207715134,0.296735905,0.1,1,-5.8655,6.5124,2.8979,56.2,56.2,1504,0.144,3.775,NA,0,0,0.017169751,0.194991268,0.194991268,"Diamondbacks",27,10.69,3.68,2.9,0.88,1.34,3.51,3.39,3.16,3.25,0.7,"$5.30 ",12988,3.48567733333334,3.454319,3.70847666666667,3.53569233333334,35,35,25,65,65,65,60,65
"42","Andrew Chafin",2018,605177,28,878,49.1,25.1,11.8,0.309,0.357,17.3,42.8,32.3,51.1,14.5,56.6,211,1.6195,6.2036,6.455,96.4,93.54597156,2154,0.7795,1.267,0.228,0.061611374,0.341232227,0.06256264,0.9,0.9,8,1.78785,5.86255,6.5325,87,85.775,1732,0.95155,1.1335,0.1485,0.125,0.125,0.114889998,42.4,42.4,371,1.8329,5.9729,6.181,85.9,82.93126685,2314,-0.0765,-0.0269,0.224,0.235924933,0.289544236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205416013,0.205416013,"Diamondbacks",28,9.67,4.56,2.12,0,1.34,3.1,2.65,3.69,3.8,0.9,"$7.30 ",12988,3.85500033333334,3.59257033333334,4.01174600000001,3.86859333333334,40,50,NA,65,60,65,50,60
"43","Andrew Kittredge",2019,552640,29,817,49.2,27.6,5.7,0.28,0.355,19.5,45,31.5,50,20.3,58.1,475,-1.9868,5.8769,6.466,97.2,94.91094737,2307,-1.4023,0.9545,0.215,0.092631579,0.269473684,0.080839029,4.5,4.5,34,-1.8742,6.02715,6.0285,88.2,85.90882353,1070.5,-0.57505,0.1527,0.237,0.289473684,0.368421053,0.223300103,37.3,37.3,247,-2.2085,5.8047,6.099,91,88.40526316,2755,0.5916,0.1432,0.146,0.252459016,0.383606557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.221085056,0.221085056,"Rays",29,10.51,2.17,4.83,1.27,1.27,4.17,3.56,3.25,3.3,0.6,"$5.10 ",12828,3.325829,3.46351666666666,3.310278,3.29785166666666,50,70,NA,70,70,65,70,70
"44","Andrew Miller",2019,453192,34,961,54.2,29.7,11.4,0.308,0.371,19.9,48.8,30.8,38.2,29,38.6,371,2.0007,5.7088,6.817,96.7,92.43530997,2090,0.6265,1.1572,0.3055,0.067385445,0.296495957,0.067215958,0.1,0.1,1,2.357,5.4088,6.387,84.2,84.2,2732,-1.0014,-0.2474,NA,1,1,0.519434508,61.2,61.2,585,2.3602,5.3385,6.266,86.3,82.37863248,2599,-0.9404,-0.0443,0.2085,0.169779287,0.337860781,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.181871047,0.181871047,"Cardinals",34,11.52,4.45,2.59,1.81,1.32,4.45,5.19,4.43,3.87,-0.4,"($3.10)",6785,4.48842666666666,4.47105966666667,4.540341,4.43729666666667,40,80,NA,60,50,50,50,50
"45","Andrew Moore",2017,621058,23,918,59,12.8,3.3,0.374,0.417,15.5,53.5,17.5,28.6,30,52.5,482,-0.5603,6.18295,6.628,94,90.99149378,2211,-0.36455,1.77415,0.214,0.074688797,0.278008299,0.073202545,18.6,18.6,171,-0.948,6.042,6.579,84.1,81.53450292,1956,-0.8613,1.4484,0.414,0.134502924,0.228070175,0.135057362,28.8,13,119,-1.0171,6.0362,6.325,86.2,81.75882353,2025,0.3108,0.4186,0.322,0.066666667,0.25,15.7,145,-1.0488,5.9791,5.941,79.1,75.34,1973,0.1144,-0.2519,0.416,0.048275862,0.179310345,0.043706325,0.100180265,0.100180265,"Mariners",23,4.73,1.22,3.88,2.14,1.15,5.34,5.65,5.55,5.37,0,"($0.10)",17553,5.33433533333333,5.27679933333333,4.91445966666667,4.91976266666667,50,50,30,35,30,30,35,35
"46","Andrew Suarez",2018,605498,26,2482,160.1,19.5,6.8,0.335,0.39,12.9,49.6,18.2,52.4,20.1,51.1,1270,1.90385,6.5202,5.046,94.8,92.13377953,2013,0.86555,1.26445,0.272,0.043238994,0.257861635,0.053128486,11.6,11.6,288,2.1095,6.36835,5.2845,88.2,85.92743056,1706.5,1.1927,0.8332,0.142,0.08650519,0.238754325,0.106434629,37.1,23.8,583,1.9202,6.5295,4.994,91.7,88.54922813,2157,-0.3496,0.469,0.1895,0.131756757,0.248310811,13.3,331,1.9864,6.5414,4.584,81,76.84924471,2429,-0.7172,-0.7318,0.298,0.081325301,0.292168675,0.078457242,0.152659368,0.152659368,"Giants",25,7.3,2.53,2.89,1.29,1.3,4.49,4.3,3.77,4.07,1.1,"$8.40 ",18300,4.21692933333333,4.14826266666667,4.19748866666666,4.18321166666666,35,40,40,50,50,50,50,50
"47","Andrew Triggs",2017,592811,28,1080,65.1,17.7,6.7,0.324,0.36,15.3,44.1,24.7,48.6,20,43.7,29,-4.2489,5.1461,6.258,90.9,88.6,2403,-0.8149,0.7823,0.264,0.068965517,0.172413793,0.087482966,0.6,0.6,7,-4.3444,5.0305,6.195,83.6,82.31428571,1868,-1.3522,-0.1594,0.488,0,0.142857143,0.091734968,55.5,32,274,-4.54135,4.92005,5.854,85.9,82.62554745,2575.5,0.32345,0.25325,0.184,0.147398844,0.309248555,23.5,253,-4.4728,5.0869,5.644,79.4,75.43359684,2592,1.2415,-0.1912,0.15,0.137795276,0.25984252,0.127780603,0.150990225,0.150990225,"Athletics",28,6.89,2.62,2.63,1.24,1.33,4.27,4.47,4.53,4.54,0.6,"$4.90 ",13533,4.47365166666667,4.334655,4.30201266666667,4.16627566666666,50,40,60,50,50,50,50,50
"48","Andrew Triggs",2018,592811,29,721,41.1,23.6,9.9,0.36,0.431,15.4,42.4,25,49.2,25.4,48.6,351,-4.5472,5.1001,6.101,92.7,89.33675214,2425,-1.2536,0.1536,0.242,0.05982906,0.276353276,0.077267512,7.4,7.4,54,-4.50285,4.90435,5.943,85.3,82.84814815,1843.5,-1.2821,-0.14115,0.138,0.037037037,0.148148148,0.080954965,43.8,20.9,147,-4.4603,5.102,5.795,86.3,83.47278912,2594,0.367,0.2627,0.269,0.132450331,0.284768212,22.8,165,-4.5505,5.1855,5.533,78.6,75.93393939,2646,1.3393,-0.2744,0.317,0.157575758,0.260606061,0.132195158,0.149262982,0.149262982,"Athletics",29,9.36,3.92,2.39,1.52,1.33,5.23,4.81,4.32,4.21,0.2,"$1.60 ",13533,4.22525,4.28116133333333,4.421479,4.399558,50,40,60,50,50,50,50,50
"49","Anibal Sanchez",2016,434671,32,2573,153.1,20.2,7.9,0.33,0.381,16.4,50.1,21.6,40.6,25.9,56.9,1095,-0.1002,6.0979,6.2,95.4,91.63251142,2343,-0.348491667,1.762333333,0.306,0.085346216,0.268921095,0.087914618,17.5,0.9,25,-0.4178,5.8755,6.419,78.4,71.204,1297,-0.617083333,1.028466667,0.0785,0.227272727,0.272727273,0.209066472,25.4,15.5,293,-0.2108,6.0168,6.04,90.8,85.6662116,2408,0.351516667,0.598466667,0.255,0.096069869,0.27510917,9.9,168,-0.2782,5.957,5.793,86.2,77.81428571,2257.5,0.4064875,-0.212083333,0.398,0.073684211,0.352631579,0.070535289,0.114032802,0.114032802,"Tigers",32,7.92,3.11,2.55,1.76,1.46,5.87,5.06,4.62,4.39,1,"$7.60 ",3284,4.08256133333333,4.31862333333333,4.13577966666667,4.333727,50,65,40,35,50,50,50,50
"50","Anibal Sanchez",2017,434671,33,1854,105.1,21.6,6,0.347,0.42,17.6,51.3,23.9,36.5,25.8,56.9,621,-0.2469,5.9368,6.261,93.6,90.39967794,2248,-0.2176,1.4938,0.306,0.085346216,0.268921095,0.080331333,20.4,2.3,43,-0.5078,5.5984,6.511,76.1,71.04651163,1368,-0.696,0.8672,0.0785,0.227272727,0.272727273,0.207719898,22.5,12.3,226,-0.36175,5.88725,6.089,88.1,84.60884956,2325,0.4073,0.54525,0.255,0.096069869,0.27510917,10.2,167,-0.3967,5.8442,5.837,80.9,76.87125749,2179,0.4272,-0.1573,0.398,0.073684211,0.352631579,0.068414206,0.112041497,0.112041497,"Tigers",33,8.89,2.48,3.59,2.22,1.59,6.41,5.33,4.4,4.16,0.5,"$4.30 ",3284,4.16624366666667,4.25092033333334,4.13891633333334,4.136782,50,65,40,35,50,50,50,50
"51","Anibal Sanchez",2018,434671,34,2126,136.2,24.4,7.6,0.274,0.322,18.7,47.1,25.1,47,23.4,60.9,1130,0.0452,5.98425,6.0895,94,89.56752212,2276,-0.02135,1.27115,0.198,0.072566372,0.294690265,0.071395075,24.9,5.9,126,-0.16575,5.71755,6.4945,77.1,71.01428571,1325.5,-0.6998,0.7312,0.06,0.222222222,0.246031746,0.206768139,14.1,4.8,102,-0.13765,5.9035,5.9885,86.6,83.34509804,2335.5,0.4435,0.3168,0.209,0.067307692,0.201923077,9.2,134,-0.0459,5.88995,5.8025,80.8,77.66865672,2165,0.34525,-0.2833,0.241,0.076142132,0.375634518,0.072448226,0.091914499,0.091914499,"Braves",34,8.89,2.77,3.21,0.99,1.08,2.83,3.62,3.81,3.85,2.5,"$20.00 ",3284,4.11866733333333,3.99973766666666,4.26163433333333,4.09889566666666,50,65,40,30,50,50,50,50
"52","Anibal Sanchez",2019,434671,35,2689,166,18.8,8.1,0.313,0.357,16.3,45.8,22.5,39.1,26.6,63.2,1440,-0.0448,5.9196,5.9975,93.6,89.06930556,2271.5,-0.03665,1.30595,0.21,0.070784178,0.254684247,0.072108389,28,4.4,119,-0.3232,5.6534,6.435,77.1,70.71092437,1413,-0.7722,0.8033,0.2665,0.173553719,0.198347107,0.185001253,8.7,2.7,67,-0.2096,5.8848,5.857,86.9,83.37462687,2347,0.4712,0.3228,0.1445,0.067567568,0.108108108,5.9,127,-0.1742,5.817,5.691,80.4,76.82047244,2121,0.2917,-0.2332,0.3745,0.075,0.475,0.071649289,0.090230108,0.090230108,"Nationals",35,7.27,3.14,2.31,1.19,1.27,3.85,4.44,5.1,5.07,2.5,"$19.80 ",3284,4.84119866666666,4.63925166666666,4.79589533333333,4.75268333333332,50,60,40,30,40,40,40,40
"53","Anthony DeSclafani",2018,543101,28,1788,115,22.3,6.2,0.311,0.376,16.6,52.4,23,43.3,23.8,57.8,1033,-1.6008,5.6663,6.565,96.5,93.53630203,2132,-0.9095,1.1414,0.224,0.048355899,0.242746615,0.06199975,3.6,3.6,65,-1.8657,5.4503,6.554,91.3,88.37230769,1626,-1.1672,0.5124,0.1945,0.030769231,0.169230769,0.070851105,38.5,34.9,591,-1.6762,5.6657,6.16,90.4,86.88121827,2244,0.369,0.2129,0.186,0.1792,0.3424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.172605917,0.172605917,"Reds",28,8.45,2.35,3.6,1.88,1.29,4.93,4.83,3.86,3.96,0.8,"$6.10 ",13050,4.13003933333333,4.068515,3.94825199999999,3.98453833333333,40,35,NA,60,50,50,60,50
"54","Anthony DeSclafani",2019,543101,29,2587,166.2,24,7,0.301,0.367,14,48.4,23.6,43.7,26.1,55.2,1471,-1.5061,5.7717,6.367,97.5,94.65064582,2204,-0.9185,1.2557,0.224,0.070700204,0.256288239,0.072716981,5.3,5.3,143,-1.8187,5.4795,6.434,91.9,88.55244755,1486,-1.1325,0.4954,0.1405,0.0625,0.201388889,0.086130166,39.3,24.2,635,-1.6193,5.7247,6.087,93.4,89.45779528,2312,0.3177,0.5749,0.24,0.142194745,0.261205564,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.146569133,0.146569133,"Reds",29,9.02,2.65,3.41,1.57,1.2,3.89,4.43,4.3,4.29,2.4,"$19.40 ",13050,4.46224633333333,4.38050266666667,4.54498333333333,4.473653,50,40,NA,50,50,50,50,50
"55","Antonio Bastardo",2016,455374,31,1211,67.2,24.9,10.8,0.309,0.364,26.9,47.2,30.4,31.6,28.3,65.4,751,2.0758,5.9078,6.334,94.5,92.10466045,2398,0.739791667,1.927166667,0.297,0.064516129,0.219354839,0.079980129,7.8,7.8,90,2.07185,5.9221,6.4715,88.5,85.55888889,1863,0.699433333,1.505766667,0.793,0,0.230769231,0.042582752,26.6,26.6,195,2.1438,5.8843,5.985,87.2,83.80307692,2678,-0.150875,0.812033333,0.268,0.13559322,0.203389831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.145415763,0.145415763,"- - -",30,9.84,4.26,2.31,1.46,1.36,4.52,4.67,4.72,3.96,-0.2,"($1.40)",8844,4.45661766666667,4.69782366666667,4.55943566666666,4.69242433333334,50,30,NA,50,50,40,50,40
"56","Antonio Senzatela",2017,622608,22,2214,134.2,18.1,8.3,0.326,0.362,13.4,53.6,18,50.4,17.3,72,1595,-2.3608,5.9619,6.496,98.9,94.26501567,2152,-0.2866,1.2399,0.257,0.05015674,0.259561129,0.062514834,2.7,2.7,60,-2.3803,6.07915,6.4475,88.8,85.11833333,2086,-0.5071,1.10015,0.05,0.116666667,0.233333333,0.119135087,25.2,22.1,401,-2.3879,6.1022,5.964,88.4,82.73516209,2178,0.5759,0.0568,0.1975,0.117886179,0.237804878,3,68,-1.9805,6.28215,5.8355,80.6,77.57941176,2227,0.95005,-0.2714,0.352,0.102941176,0.308823529,0.094161504,0.127802965,0.127802965,"Rockies",22,6.82,3.14,2.17,1.2,1.3,4.68,4.52,4.28,4.55,1.4,"$11.30 ",15488,4.486278,4.29758566666667,4.36731,4.22902133333333,40,50,50,40,50,50,50,50
"57","Antonio Senzatela",2018,622608,23,1528,90.1,17.7,7.7,0.317,0.35,15,48,20.8,47.2,22.2,64,978,-2.32885,5.9248,6.357,97.1,93.62096115,2090,-0.3548,0.9719,0.243,0.049079755,0.268916155,0.063874901,8.7,8.7,133,-2.5181,5.8267,6.422,89.6,86.63533835,2120,-0.748,0.7235,0.126,0.120300752,0.195488722,0.117836991,27.2,18.2,216,-2.40445,5.98505,5.8685,87.3,83.03472222,2143,0.52595,-0.15255,0.217,0.150537634,0.304659498,9,136,-2.1651,6.0923,5.8215,80.8,78.22352941,2261.5,0.74715,-0.43155,0.157,0.173913043,0.34057971,0.13451662,0.141743234,0.141743234,"Rockies",23,6.87,2.99,2.3,1,1.37,4.38,4.17,4.43,4.5,1.1,"$9.00 ",15488,4.44167333333333,4.58879633333334,4.434396,4.45173966666667,40,50,65,50,50,40,50,50
"58","Antonio Senzatela",2019,622608,24,2237,124.2,13.1,9.8,0.356,0.374,11.3,46.8,17.9,55.1,16.2,61.9,1446,-2.3765,6.13265,6.207,97.9,93.71127248,2103.5,-0.4104,0.91285,0.271,0.05186722,0.230982019,0.062509008,7.9,7.9,189,-2.5247,6.1292,6.187,90.4,86.97248677,2079,-0.5462,0.8323,0.231,0.063492063,0.153439153,0.082398359,30.1,19.4,406,-2.53125,6.1813,5.725,89.1,84.43497537,2142,0.4595,0.0403,0.231,0.116591928,0.244394619,10.6,235,-2.1023,6.3762,5.615,81.7,78.79531915,2236,0.4434,-0.4219,0.243,0.154471545,0.227642276,0.118438309,0.132797389,0.132797389,"Rockies",24,5.49,4.11,1.33,1.37,1.75,6.71,5.44,5.12,5.5,0.7,"$5.60 ",15488,4.98256033333332,5.12222533333333,5.02683599999999,5.02415833333333,40,40,60,40,35,35,35,35
"59","Archie Bradley",2017,605151,25,1147,73,27.2,7.2,0.287,0.364,18,54.9,23.3,49.2,17.5,75.5,865,-1.9597,5.9448,6.233,99.4,96.28693642,2381,-0.7421,1.3236,0.309,0.104,0.299428571,0.091029313,0,0,1,-2.3133,5.6754,6.511,88.6,88.6,1634,-1.4018,0.4821,NA,0,0,0.067146515,24.3,2.8,32,-2.15625,5.95785,6.128,92.7,90.421875,2213,0.0348,0.9754,0.342,0.03030303,0.212121212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.077595127,0.077595127,"Diamondbacks",24,9.74,2.59,3.76,0.49,1.04,1.73,2.61,3.21,3.19,2,"$16.40 ",12918,3.74609200000001,3.51678066666667,3.66449600000001,3.43140700000001,60,35,NA,25,60,65,60,65
"60","Ariel Jurado",2018,642558,22,877,54.2,9.1,7.5,0.366,0.378,7,53.4,10.4,52.2,15.9,70.2,616,-1.34115,6.05615,6.116,94,91.76071429,1735.5,-1.2919,0.75485,0.298,0.022727273,0.193181818,0.040554498,11.5,11.5,101,-1.3317,6.0142,6.091,88,84.28712871,1650,-1.2351,0.7554,0.2045,0.089108911,0.178217822,0.112701872,18.2,9,78,-1.34135,6.07215,5.9355,87.5,84.87692308,2112,0.18565,0.2633,0.285,0.088607595,0.139240506,9.2,81,-1.2648,6.1715,5.644,81,78.35679012,2278,0.4348,-0.5679,0.0805,0.061728395,0.358024691,0.07196179,0.123174207,0.123174207,"Rangers",22,3.62,2.96,1.22,1.15,1.54,5.93,5.01,5.04,5.28,0.3,"$2.50 ",17030,5.08964066666666,4.96547633333333,4.98782866666666,4.89750233333333,30,50,40,40,35,35,35,40
